anio_hecho,mes_hecho,fecha_hecho,hora_hecho,delito,categoria,sexo,edad,tipo_persona,calidad_juridica,competencia,anio_inicio,mes_inicio,fecha_inicio,hora_inicio,colonia_catalogo,colonia_hecho,alcaldia_hecho,municipio_hecho,latitud,longitud
2022,Diciembre,11/12/22,8:30:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,58,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,16:57:00,SAN DIEGO (BARR),BARRIO SAN DIEGO,XOCHIMILCO,CDMX,19.26286839,-99.09993968
2023,Enero,08/01/23,16:20:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,16:59:00,HOGAR Y SEGURIDAD/NUEVA SANTA MARIA,HOGAR Y SEGURIDAD,AZCAPOTZALCO,CDMX,19.46986221,-99.17089596
2023,Enero,08/01/23,8:00:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:00:00,TIERRA NUEVA,TIERRA NUEVA,AZCAPOTZALCO,CDMX,19.50030514,-99.19999816
2023,Enero,04/01/23,14:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,48,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:03:00,CLUB DE GOLF MEXICO-SAN BUENAVENTURA,CLUB DE GOLF MÉXICO,TLALPAN,CDMX,19.27929061,-99.15315694
2023,Enero,07/01/23,12:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:06:00,LOMAS DE CAPULA,LOMAS DE CAPULA,ALVARO OBREGON,CDMX,19.3791138,-99.21498885
2023,Enero,04/01/23,11:30:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,53,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:06:00,PALMATITLA,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,CDMX,19.5522485,-99.1365028
2023,Enero,08/01/23,16:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,32,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:11:00,LLANO REDONDO,EL RINCÓN,ALVARO OBREGON,CDMX,19.35338532,-99.24475582
2023,Enero,07/01/23,16:00:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,24,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:12:00,DEL VALLE II,DEL VALLE CENTRO,BENITO JUAREZ,CDMX,19.39350151,-99.16240901
2023,Enero,08/01/23,15:30:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:12:00,MERCED GOMEZ,MERCED GÓMEZ,ALVARO OBREGON,CDMX,19.36933531,-99.19203177
2023,Enero,07/01/23,19:30:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,41,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:18:00,SAN JUAN XALPA I,SAN JUAN XALPA,IZTAPALAPA,CDMX,19.33537022,-99.08430263
2023,Enero,07/01/23,21:45:00,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,17:19:00,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA,CUAJIMALPA DE MORELOS,CDMX,19.35543795,-99.29632321
2023,Enero,08/01/23,15:25:00,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,32,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,17:20:00,AGRICOLA ORIENTAL II,AGRÍCOLA ORIENTAL,IZTACALCO,CDMX,19.39243923,-99.07429129
2023,Enero,08/01/23,15:20:00,TENTATIVA DE SUICIDIO,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,17:21:00,INDUSTRIAL I,INDUSTRIAL,GUSTAVO A. MADERO,CDMX,19.472548,-99.12659061
2023,Enero,06/01/23,19:30:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,15,FISICA,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,17:23:00,DM NACIONAL,SAN PEDRO EL CHICO,GUSTAVO A. MADERO,CDMX,19.47698595,-99.09296125
2023,Enero,08/01/23,15:00:00,"ALLANAMIENTO DE MORADA, DESPACHO, OFICINA O ESTABLECIMIENTO MERCANTIL",DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:24:00,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GRANJAS MODERNAS,GUSTAVO A. MADERO,CDMX,19.47203447,-99.10380051
2023,Enero,08/01/23,16:35:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:26:00,INDUSTRIAL PUERTO AEREO (FRACC),INDUSTRIAL PUERTO AÉREO,VENUSTIANO CARRANZA,CDMX,19.41945999,-99.09470424
2023,Enero,08/01/23,14:40:00,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,44,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:28:00,PRO HOGAR I,PRO-HOGAR,AZCAPOTZALCO,CDMX,19.47709704,-99.1522117
2023,Enero,08/01/23,14:35:00,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:30:00,CERRO PRIETO,HÉROES DE CERRO PRIETO,GUSTAVO A. MADERO,CDMX,19.45078168,-99.09837297
2023,Enero,08/01/23,13:30:00,ROBO DE DINERO,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:33:00,AGRICOLA ORIENTAL IV,AGRÍCOLA ORIENTAL,IZTACALCO,CDMX,19.40377693,-99.07046914
2022,Enero,07/01/22,12:20:00,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,17:34:00,SAN ANTONIO (BARR),SAN ANTONIO,IZTAPALAPA,CDMX,19.30586205,-99.07814696
2023,Enero,08/01/23,11:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,31,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:36:00,PEA ALTA,AMPLIACIÓN LA CONCHITA,TLAHUAC,CDMX,19.23399044,-99.00183433
2023,Enero,08/01/23,9:34:00,PERDIDA DE LA VIDA POR OTRAS CAUSAS,HECHO NO DELICTIVO,Masculino,69,FISICA,CADAVER,HECHOS NO DELICTIVOS,2023,Enero,08/01/23,17:36:00,QUETZALCOATL 3,TLACAELEL 1,GUSTAVO A. MADERO,CDMX,19.56034887,-99.14091691
2023,Enero,07/01/23,21:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,53,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:41:00,EL TORO,EL TORO,LA MAGDALENA CONTRERAS,CDMX,19.3132164,-99.24729418
2022,Diciembre,31/12/22,10:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,8,FISICA,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,17:47:00,ZONA ESCOLAR I,ZONA ESCOLAR,GUSTAVO A. MADERO,CDMX,19.54109835,-99.1510676
2023,Enero,07/01/23,18:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:50:00,GRANJAS SAN ANTONIO,GRANJAS DE SAN ANTONIO,IZTAPALAPA,CDMX,19.36839398,-99.10353223
2023,Enero,08/01/23,7:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,14,FISICA,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,17:51:00,NUEVA SANTA MARIA,NUEVA SANTA MARIA,AZCAPOTZALCO,CDMX,19.46442413,-99.16944968
2023,Enero,01/01/23,4:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,48,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:51:00,SAN FRANCISCO TLALTENCO (PBLO),SAN FRANCISCO TLALTENCO,TLAHUAC,CDMX,19.30161037,-99.01977494
2023,Enero,08/01/23,3:00:00,VIOLACION EQUIPARADA,VIOLACIÓN,Femenino,23,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:54:00,VERTIZ NARVARTE,VERTIZ NARVARTE,BENITO JUAREZ,CDMX,19.38401733,-99.14821495
2022,Diciembre,01/12/22,12:00:00,FALSEDAD ANTE AUTORIDADES,DELITO DE BAJO IMPACTO,Masculino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,17:55:00,CENTRO VI,CENTRO,CUAUHTEMOC,CDMX,19.42262957,-99.13726062
2022,Enero,08/01/22,16:35:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,16,FISICA,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,17:56:00,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,2A. AMPLIACIÓN SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CDMX,19.35142182,-99.01195317
2023,Enero,06/01/23,14:30:00,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,38,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:08:00,LINDAVISTA I,LINDAVISTA,GUSTAVO A. MADERO,CDMX,19.49213716,-99.13120732
2023,Enero,06/01/23,19:30:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,31,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:10:00,CENTRO DE AZCAPOTZALCO,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CDMX,19.48107006,-99.1863723
2023,Enero,08/01/23,17:25:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,08/01/23,18:12:00,NONOALCO,SANTA MARIA NONOALCO,BENITO JUAREZ,CDMX,19.37915213,-99.18737005
2023,Enero,08/01/23,14:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,34,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:12:00,AVANTE,PRADOS DE COYOACÁN,COYOACAN,CDMX,19.32301033,-99.13447559
2023,Enero,08/01/23,1:30:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,21,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:13:00,GUERRERO I,GUERRERO,CUAUHTEMOC,CDMX,19.45093699,-99.14460692
2023,Enero,07/01/23,0:30:00,LESIONES INTENCIONALES,DELITO DE BAJO IMPACTO,Masculino,27,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:14:00,AGRICOLA ORIENTAL VI,AGRÍCOLA ORIENTAL,IZTACALCO,CDMX,19.39498443,-99.06527638
2023,Enero,08/01/23,12:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,34,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:15:00,ALVARO OBREGON_(FRACC),ÁLVARO OBREGÓN,IZTAPALAPA,CDMX,19.3736204,-99.03929092
2023,Enero,07/01/23,16:40:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,18,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:17:00,CENTRO VII,CENTRO,CUAUHTEMOC,CDMX,19.42575861,-99.12572265
2023,Enero,08/01/23,15:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,36,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:18:00,CASAS ALEMAN (AMPL) I,AMPLIACIÓN CASAS ALEMÁN,GUSTAVO A. MADERO,CDMX,19.47651298,-99.07935498
2023,Enero,07/01/23,18:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:18:00,DEL VALLE IV,DEL VALLE CENTRO,BENITO JUAREZ,CDMX,19.38224267,-99.16919715
2023,Enero,07/01/23,23:45:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,25,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:20:00,PORTALES IV,PORTALES SUR,BENITO JUAREZ,CDMX,19.36035806,-99.14682908
2022,Enero,07/01/22,23:00:00,VIOLACION EQUIPARADA,VIOLACIÓN,Femenino,26,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:21:00,GENERAL PEDRO MARIA ANAYA,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,CDMX,19.35978925,-99.1633302
2023,Enero,07/01/23,10:08:00,TENTATIVA DE EXTORSION,DELITO DE BAJO IMPACTO,Femenino,55,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:23:00,SAN ANDRES TETEPILCO (PBLO),SAN ANDRÉS TETEPILCO,IZTAPALAPA,CDMX,19.36950094,-99.12784272
2023,Enero,08/01/23,16:15:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,45,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:24:00,CTM X CULHUACAN (U HAB),HACIENDAS DE COYOACÁN,COYOACAN,CDMX,19.30535763,-99.11131985
2023,Enero,05/01/23,10:00:00,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:30:00,DEL RECREO,DEL RECREO,AZCAPOTZALCO,CDMX,19.4760767,-99.18529987
2023,Enero,08/01/23,16:20:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:31:00,HIPODROMO II,HIPÓDROMO,CUAUHTEMOC,CDMX,19.40345937,-99.16947395
2023,Enero,08/01/23,17:00:00,LESIONES INTENCIONALES POR ARMA BLANCA,DELITO DE BAJO IMPACTO,Femenino,51,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:33:00,SAN LUCAS XOCHIMANCA (PBLO),SAN LUCAS XOCHIMANCA,XOCHIMILCO,CDMX,19.23929979,-99.10833567
2023,Enero,08/01/23,17:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,62,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:38:00,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCIÓN,VENUSTIANO CARRANZA,CDMX,19.43057475,-99.10589173
2022,Diciembre,29/12/22,4:20:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:39:00,GUERRERO II,GUERRERO,CUAUHTEMOC,CDMX,19.44463911,-99.14109975
2022,Enero,08/01/22,17:30:00,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,Masculino,28,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:40:00,FERNANDO CASAS ALEMAN,FERNANDO CASAS ALEMÁN,GUSTAVO A. MADERO,CDMX,19.45158702,-99.09615091
2023,Enero,08/01/23,17:25:00,PORTACION DE ARMA DE FUEGO,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,INCOMPETENCIAS,2023,Enero,08/01/23,18:43:00,SAN BARTOLO AMEYALCO,SAN BARTOLO AMEYALCO,LA MAGDALENA CONTRERAS,CDMX,19.32600022,-99.24559705
2022,Mayo,01/05/22,9:00:00,FRAUDE,DELITO DE BAJO IMPACTO,Masculino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:43:00,REFORMA PENSIL,PENSIL NORTE,MIGUEL HIDALGO,CDMX,19.44936094,-99.19477612
2023,Enero,08/01/23,17:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,NA,NA,MORAL,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,18:44:00,SAN SALVADOR XOCHIMANCA,SAN SALVADOR XOCHIMANCA,AZCAPOTZALCO,CDMX,19.45931462,-99.1700542
2023,Enero,08/01/23,17:20:00,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,NA,NA,NA,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,18:44:00,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCIÓN,VENUSTIANO CARRANZA,CDMX,19.42766181,-99.10430901
2022,Diciembre,29/12/22,3:15:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,71,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:49:00,CTM VIII CULHUACAN (U HAB),CULHUACÁN CTM SECCIÓN VII,COYOACAN,CDMX,19.31623895,-99.10632715
2023,Enero,08/01/23,15:40:00,LESIONES INTENCIONALES,DELITO DE BAJO IMPACTO,Femenino,46,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:53:00,CENTRO V,CENTRO,CUAUHTEMOC,CDMX,19.42665326,-99.13890159
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Femenino,55,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Masculino,30,FISICA,CADAVER,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Masculino,50,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Masculino,NA,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Masculino,52,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Femenino,20,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,08/01/23,14:30:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,Femenino,31,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,18:58:00,EL TIANGUILLO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,CDMX,19.32699999,-99.31728244
2023,Enero,07/01/23,7:00:00,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,Femenino,29,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,18:59:00,EL ROSARIO C (U HAB),EL ROSARIO,AZCAPOTZALCO,CDMX,19.50718398,-99.20499533
2022,Diciembre,27/12/22,10:00:00,RESPONSABILIDAD PROFESIONAL Y TECNICA,DELITO DE BAJO IMPACTO,Femenino,78,FISICA,VICTIMA,FUERO COMUN,2023,Enero,08/01/23,19:01:00,GRANJAS MEXICO I,GRANJAS MÉXICO,IZTACALCO,CDMX,19.40497222,-99.11255836
2022,Noviembre,15/11/22,12:00:00,FRAUDE,DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:01:00,PANTITLAN II,AGRÍCOLA PANTITLAN,IZTACALCO,CDMX,19.41948022,-99.0575248
2022,Noviembre,15/11/22,12:00:00,FRAUDE,DELITO DE BAJO IMPACTO,Masculino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:01:00,PANTITLAN II,AGRÍCOLA PANTITLAN,IZTACALCO,CDMX,19.41948022,-99.0575248
2023,Enero,07/01/23,10:00:00,USURPACIÓN DE IDENTIDAD,DELITO DE BAJO IMPACTO,Masculino,55,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:03:00,ROMA SUR I,ROMA SUR,CUAUHTEMOC,CDMX,19.40997095,-99.16115798
2023,Enero,04/01/23,18:30:00,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:04:00,INDUSTRIAL I,INDUSTRIAL,GUSTAVO A. MADERO,CDMX,19.47800485,-99.12452862
2023,Enero,07/01/23,13:30:00,FRAUDE,DELITO DE BAJO IMPACTO,Masculino,70,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:05:00,SAN MIGUEL CHAPULTEPEC II,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,CDMX,19.41398745,-99.18147773
2022,Diciembre,31/12/22,4:00:00,"PRODUCCIÓN, IMPRESIÓN, ENAJENACIÓN, DISTRIBUCIÓN, ALTERACIÓN O FALSIFICACIÓN DE TÍTULOS AL PORTADOR, DOCUMENTOS DE CRÉDITO PÚBLICOS O VALES DE CANJE",DELITO DE BAJO IMPACTO,Masculino,46,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:08:00,JUAREZ,JUÁREZ,CUAUHTEMOC,CDMX,19.42676392,-99.16419089
2023,Enero,08/01/23,10:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,53,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:08:00,DEL RECREO,DEL RECREO,AZCAPOTZALCO,CDMX,19.47182584,-99.18513492
2023,Enero,08/01/23,4:50:00,VIOLACION EQUIPARADA,VIOLACIÓN,Masculino,24,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:08:00,ROMA SUR II,ROMA SUR,CUAUHTEMOC,CDMX,19.40302814,-99.16861537
2023,Enero,07/01/23,10:20:00,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,Femenino,34,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:11:00,LOMAS ESTRELLA 2A SECC II,LOMAS ESTRELLA 2A SECCION,IZTAPALAPA,CDMX,19.32113189,-99.09014493
2023,Enero,08/01/23,3:00:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,59,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:12:00,LORETO,SAN ANGEL,ALVARO OBREGON,CDMX,19.34005686,-99.19246003
2023,Enero,08/01/23,4:34:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,22,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:17:00,SELENE 1a SECC,SELENE 1A. SECCION,TLAHUAC,CDMX,19.29099964,-99.00675595
2023,Enero,08/01/23,13:00:00,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,Masculino,40,FISICA,LESIONADO,FUERO COMUN,2023,Enero,08/01/23,19:20:00,NA,NA,LA MAGDALENA CONTRERAS,CDMX,NA,NA
2023,Enero,08/01/23,16:19:00,CONTRA LA INTIMIDAD SEXUAL,DELITO DE BAJO IMPACTO,Femenino,19,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:21:00,NA,NA,IZTAPALAPA,CDMX,NA,NA
2023,Enero,08/01/23,17:17:00,PERDIDA DE LA VIDA POR OTRAS CAUSAS,HECHO NO DELICTIVO,Masculino,42,FISICA,CADAVER,HECHOS NO DELICTIVOS,2023,Enero,08/01/23,19:22:00,DOCTORES I,DOCTORES,CUAUHTEMOC,CDMX,19.42098517,-99.14558932
2022,Diciembre,07/12/22,15:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,28,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:26:00,SAN PEDRO IZTACALCO,SAN PEDRO,IZTACALCO,CDMX,19.3931541,-99.1305598
2023,Enero,05/01/23,21:30:00,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,22,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,08/01/23,19:27:00,CENTRO VIII,CENTRO,CUAUHTEMOC,CDMX,19.43509986,-99.1470024
