anio_hecho,mes_hecho,fecha_hecho,hora_hecho,delito,categoria,sexo,edad,tipo_persona,calidad_juridica,competencia,anio_inicio,mes_inicio,fecha_inicio,hora_inicio,colonia_catalogo,colonia_hecho,alcaldia_hecho,municipio_hecho,latitud,longitud
2023,Enero,03/01/23,19:18:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:16:00,LOS CIPRESES,EX-EJIDO DE SAN PABLO TEPETLAPA,COYOACAN,CDMX,19.31715204,-99.12447542
2022,Diciembre,23/12/22,3:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,34,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:16:00,PIEDAD NARVARTE,PIEDAD NARVARTE,BENITO JUAREZ,CDMX,19.40382363,-99.15176533
2023,Enero,03/01/23,19:50:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:17:00,AJUSCO I,AJUSCO,COYOACAN,CDMX,19.32641245,-99.1598618
2023,Enero,03/01/23,12:18:00,ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,29,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:19:00,NA,SAN MIGUEL (SAN PABLO OZTOTEPEC),MILPA ALTA,CDMX,19.18686381,-99.07458812
2022,Noviembre,17/11/22,22:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,49,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:19:00,CENTRO I,CENTRO,CUAUHTEMOC,CDMX,19.44082439,-99.12584483
2022,Abril,21/04/22,2:40:00,FRAUDE,DELITO DE BAJO IMPACTO,Masculino,48,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:21:00,GABRIEL HERNANDEZ,GABRIEL HERNÁNDEZ,GUSTAVO A. MADERO,CDMX,19.50110705,-99.09983106
2023,Enero,03/01/23,19:35:00,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:22:00,MORELOS I,MORELOS,VENUSTIANO CARRANZA,CDMX,19.44589723,-99.12435696
2023,Enero,03/01/23,6:00:00,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,Masculino,36,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:23:00,AGRICOLA ORIENTAL VII,AGRÍCOLA ORIENTAL,IZTACALCO,CDMX,19.38436817,-99.06694132
2022,Enero,03/01/22,12:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,45,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:24:00,CTM VI CULHUACAN (U HAB),CULHUACÁN CTM SECCIÓN VII,COYOACAN,CDMX,19.32646222,-99.11521554
2022,Julio,27/07/22,11:30:00,FRAUDE,DELITO DE BAJO IMPACTO,Masculino,51,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:26:00,PROGRESO NACIONAL (AMPL),PROGRESO NACIONAL,GUSTAVO A. MADERO,CDMX,19.51940895,-99.16275948
2023,Enero,02/01/23,18:20:00,VIOLACION,VIOLACIÓN,Femenino,26,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:27:00,AVIACION CIVIL (AMPL),AMPLIACIÓN AVIACIÓN CIVIL,VENUSTIANO CARRANZA,CDMX,19.41251872,-99.07630426
2022,Diciembre,30/12/22,3:00:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Masculino,33,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:28:00,VICTORIA DE LAS DEMOCRACIAS,VICTORIA DE LAS DEMOCRACIAS,AZCAPOTZALCO,CDMX,19.46991785,-99.16616008
2022,Diciembre,30/12/22,9:00:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:29:00,SAN PABLO (BARR),SAN PABLO - BARRIO,IZTAPALAPA,CDMX,19.35828934,-99.08590436
2023,Enero,03/01/23,19:15:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:29:00,PASEOS DE CHURUBUSCO,CENTRAL DE ABASTO,IZTAPALAPA,CDMX,19.38187088,-99.08257933
2022,Noviembre,21/11/22,5:00:00,"ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,Femenino,53,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:31:00,GUADALUPE TEPEYAC,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,CDMX,19.46735208,-99.11734968
2023,Enero,03/01/23,19:09:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:32:00,EL CARACOL,EL CARACOL,COYOACAN,CDMX,19.30819217,-99.16410953
2022,Diciembre,22/12/22,10:30:00,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,Femenino,37,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:35:00,CIUDAD JARDIN,CIUDAD JARDÍN,COYOACAN,CDMX,19.33187692,-99.14190871
2023,Enero,03/01/23,6:30:00,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,Femenino,36,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:39:00,MIGUEL HIDALGO,SANTA ANA PONIENTE,TLAHUAC,CDMX,19.29975346,-99.04362917
2023,Enero,02/01/23,17:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,11,FISICA,VICTIMA,INCOMPETENCIAS,2023,Enero,03/01/23,20:39:00,NA,NA,NA,NA,NA,NA
2023,Enero,02/01/23,17:00:00,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,9,FISICA,VICTIMA,INCOMPETENCIAS,2023,Enero,03/01/23,20:39:00,NA,NA,NA,NA,NA,NA
2023,Enero,02/01/23,19:30:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,49,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:42:00,ISIDRO FABELA I (PONIENTE),ISIDRO FABELA,TLALPAN,CDMX,19.3016817,-99.17411911
2023,Enero,03/01/23,19:15:00,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:43:00,BARRIO NORTE,BARRIO NORTE,ALVARO OBREGON,CDMX,19.37734859,-99.20300223
2022,Diciembre,28/12/22,12:12:00,DESPOJO,DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:47:00,SANTA URSULA COAPA (PBLO),PUEBLO DE SANTA URSULA COAPA,COYOACAN,CDMX,19.31268752,-99.14314181
2023,Enero,03/01/23,20:02:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:48:00,JUAREZ,JUÁREZ,CUAUHTEMOC,CDMX,19.42906888,-99.1622749
2022,Diciembre,31/12/22,22:30:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:49:00,JUAN ESCUTIA III,JUAN ESCUTIA,IZTAPALAPA,CDMX,19.38634433,-99.03113393
2023,Enero,02/01/23,21:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,44,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:51:00,PICOS IZTACALCO 2A,LOS PICOS DE IZTACALCO SECCIÓN 1B,IZTACALCO,CDMX,19.38784403,-99.10657597
2023,Enero,02/01/23,9:18:00,FRAUDE,DELITO DE BAJO IMPACTO,Femenino,26,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:52:00,PURISIMA I,CHINAMPAC DE JUÁREZ,IZTAPALAPA,CDMX,19.36249264,-99.05111432
2023,Enero,02/01/23,10:00:00,DDH ANONIMAS,HECHO NO DELICTIVO,NA,NA,MORAL,OFENDIDO,HECHOS NO DELICTIVOS,2023,Enero,03/01/23,20:54:00,JUAREZ,JUÁREZ,CUAUHTEMOC,CDMX,19.42764225,-99.15464669
2022,Noviembre,25/11/22,1:41:00,FRAUDE,DELITO DE BAJO IMPACTO,Femenino,29,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:54:00,POLVORA,LOMAS DE SANTO DOMINGO,ALVARO OBREGON,CDMX,19.39353676,-99.20443922
2022,Enero,02/01/22,11:20:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,52,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:54:00,PEDREGAL DE SANTA URSULA III,PEDREGAL DE SANTA URSULA,COYOACAN,CDMX,19.30927164,-99.15532859
2023,Enero,03/01/23,14:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,24,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:56:00,AARON SAENZ,AARÓN SÁENZ,VENUSTIANO CARRANZA,CDMX,19.41356137,-99.12392604
2022,Diciembre,29/12/22,10:00:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,39,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:56:00,"MESA LOS HORNOS, TEXCALTENCO",SANTÍSIMA TRINIDAD,TLALPAN,CDMX,19.27332788,-99.18506876
2022,Diciembre,29/12/22,10:00:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,20:56:00,"MESA LOS HORNOS, TEXCALTENCO",SANTÍSIMA TRINIDAD,TLALPAN,CDMX,19.27332788,-99.18506876
2022,Noviembre,18/11/22,9:00:00,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,Masculino,26,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,20:58:00,ANZURES,ANZURES,MIGUEL HIDALGO,CDMX,19.42707632,-99.17673513
2023,Enero,03/01/23,19:20:00,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,35,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:00:00,PEDREGAL DE STO DOMINGO IX,PEDREGAL DE SANTO DOMINGO,COYOACAN,CDMX,19.32796314,-99.17165235
2022,Mayo,03/05/22,12:12:00,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,NA,NA,MORAL,VICTIMA,FUERO COMUN,2023,Enero,03/01/23,21:01:00,PUENTE BLANCO,PUENTE BLANCO,IZTAPALAPA,CDMX,19.32653268,-99.0678665
2022,Diciembre,31/12/22,14:00:00,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,12,FISICA,VICTIMA,FUERO COMUN,2023,Enero,03/01/23,21:01:00,INSURGENTES MIXCOAC,INSURGENTES MIXCOAC,BENITO JUAREZ,CDMX,19.37214774,-99.1834724
2023,Enero,03/01/23,15:45:00,"ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,Femenino,81,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:01:00,STA ISABEL INDUSTRIAL,SANTA ISABEL INDUSTRIAL,IZTAPALAPA,CDMX,19.35580248,-99.10372447
2023,Enero,03/01/23,14:45:00,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,21:02:00,ROMA NORTE II,ROMA NORTE,CUAUHTEMOC,CDMX,19.41846512,-99.16122507
2023,Enero,03/01/23,16:15:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,60,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:03:00,SAN LORENZO LA CEBADA II,SAN LORENZO LA CEBADA,XOCHIMILCO,CDMX,19.28144014,-99.1208862
2022,Diciembre,31/12/22,11:30:00,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,Femenino,50,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:04:00,SANTA MARTHA ACATITLA SUR (AMPL),SANTA MARTHA ACATITLA SUR,IZTAPALAPA,CDMX,19.36786609,-99.01790356
2023,Enero,02/01/23,12:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Masculino,14,FISICA,VICTIMA,FUERO COMUN,2023,Enero,03/01/23,21:12:00,XALPA III,XALPA,IZTAPALAPA,CDMX,19.33430813,-99.01779012
2022,Diciembre,29/12/22,NA,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Femenino,50,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:14:00,TACUBAYA,TACUBAYA,MIGUEL HIDALGO,CDMX,19.39958942,-99.1896082
2023,Enero,03/01/23,21:00:00,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,21:21:00,MORELOS I,MORELOS,CUAUHTEMOC,CDMX,19.4481284,-99.13261637
2023,Enero,03/01/23,9:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,49,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:21:00,SANTA APOLONIA (BARR),SANTA CRUZ ACAYUCAN,AZCAPOTZALCO,CDMX,19.47667148,-99.19063634
2022,Diciembre,03/12/22,15:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Masculino,7,FISICA,VICTIMA,FUERO COMUN,2023,Enero,03/01/23,21:21:00,RINCON DE LA BOLSA,RINCÓN DE LA BOLSA,ALVARO OBREGON,CDMX,19.33103679,-99.25379829
2022,Diciembre,02/12/22,12:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:25:00,IZTACCIHUATL,IZTACCIHUATL,BENITO JUAREZ,CDMX,19.39128435,-99.135993
2022,Diciembre,27/12/22,15:00:00,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,21:28:00,FLORIDA,FLORIDA,ALVARO OBREGON,CDMX,19.36303242,-99.17859244
2023,Enero,03/01/23,16:45:00,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,Masculino,46,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:29:00,BELEN DE LAS FLORES (U HAB),SANTA FE INFONAVIT,ALVARO OBREGON,CDMX,19.38621261,-99.22409892
2022,Diciembre,19/12/22,NA,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,Masculino,61,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:31:00,AMPLIACION MIGUEL HIDALGO 3A SECC,MIGUEL HIDALGO 3A SECCIÓN,TLALPAN,CDMX,19.28184483,-99.20555301
2023,Enero,03/01/23,20:10:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,37,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:32:00,GUADALUPE INSURGENTES,GUADALUPE INSURGENTES,GUSTAVO A. MADERO,CDMX,19.47382192,-99.13395452
2023,Enero,03/01/23,20:10:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:32:00,GUADALUPE INSURGENTES,GUADALUPE INSURGENTES,GUSTAVO A. MADERO,CDMX,19.47382192,-99.13395452
2023,Enero,03/01/23,18:18:00,DESPOJO,DELITO DE BAJO IMPACTO,Masculino,72,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:32:00,HUICHAPAN,HUÍCHAPAN,MIGUEL HIDALGO,CDMX,19.46107799,-99.19656627
2023,Enero,03/01/23,16:31:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,25,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:37:00,GABRIEL HERNANDEZ (AMPL) I,AMPLIACIÓN GABRIEL HERNÁNDEZ,GUSTAVO A. MADERO,CDMX,19.50240013,-99.09886229
2023,Enero,03/01/23,17:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,21,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:39:00,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,TLALPAN,CDMX,19.28781623,-99.22980618
2023,Enero,03/01/23,19:30:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,33,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:40:00,SAN MARCOS (BARR),SAN MARCOS,XOCHIMILCO,CDMX,19.26167188,-99.11241334
2023,Enero,03/01/23,18:30:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Masculino,64,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:43:00,PARQUE METROPOLITANO,PARQUE METROPOLITANO,GUSTAVO A. MADERO,CDMX,19.56729222,-99.13194677
2023,Enero,02/01/23,11:50:00,TENTATIVA DE EXTORSION,DELITO DE BAJO IMPACTO,Masculino,35,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:47:00,LA PRADERA,LA PRADERA,GUSTAVO A. MADERO,CDMX,19.47602119,-99.06446175
2022,Diciembre,21/12/22,11:00:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:47:00,REVOLUCION,REVOLUCIÓN,VENUSTIANO CARRANZA,CDMX,19.44121897,-99.10370305
2022,Diciembre,21/12/22,11:00:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,21:47:00,REVOLUCION,REVOLUCIÓN,VENUSTIANO CARRANZA,CDMX,19.44121897,-99.10370305
2023,Enero,03/01/23,21:00:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,21:48:00,EL CARACOL,EL CARACOL,COYOACAN,CDMX,19.30820652,-99.16409254
2022,Diciembre,22/12/22,11:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:48:00,REVOLUCION,REVOLUCIÓN,VENUSTIANO CARRANZA,CDMX,19.4408336,-99.10379536
2022,Diciembre,19/12/22,20:00:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Masculino,46,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,21:50:00,DESARROLLO URBANO QUETZALCOATL  I,LOMAS DE SANTA CRUZ,IZTAPALAPA,CDMX,19.32785859,-99.03832622
2023,Enero,03/01/23,21:09:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,21:52:00,STA CRUZ ATOYAC,SANTA CRUZ ATOYAC,BENITO JUAREZ,CDMX,19.36898629,-99.16576713
2023,Enero,03/01/23,17:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:00:00,MORELOS I,ZONA CENTRO,VENUSTIANO CARRANZA,CDMX,19.44018972,-99.12282139
2023,Enero,03/01/23,20:00:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,30,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:02:00,NAPOLES,NAPOLES,BENITO JUAREZ,CDMX,19.38955166,-99.17719316
2022,Noviembre,30/11/22,19:00:00,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,Masculino,66,FISICA,CADAVER,FUERO COMUN,2023,Enero,03/01/23,22:05:00,RESIDENCIAL ZACATENCO,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,CDMX,19.49483301,-99.11971271
2023,Enero,03/01/23,16:00:00,VIOLACION,VIOLACIÓN,Femenino,18,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:06:00,SANTA BARBARA (PBLO),SANTA BÁRBARA,AZCAPOTZALCO,CDMX,19.49572646,-99.18137539
2023,Enero,03/01/23,20:15:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Masculino,9,FISICA,VICTIMA,FUERO COMUN,2023,Enero,03/01/23,22:08:00,SANTA LUCIA,SANTA LUCÍA CHANTEPEC,ALVARO OBREGON,CDMX,19.35655857,-99.24942481
2022,Enero,02/01/22,1:30:00,AMENAZAS,DELITO DE BAJO IMPACTO,Femenino,40,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:10:00,INSURGENTES,INSURGENTES,IZTAPALAPA,CDMX,19.33191562,-99.05550885
2023,Enero,03/01/23,21:25:00,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,22:15:00,DESARROLLO URBANO QUETZALCOATL  III,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CDMX,19.32449968,-99.04171633
2022,Diciembre,27/12/22,6:25:00,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,22:15:00,NIOS HEROES DE CHAPULTEPEC,NIÑOS HÉROES,BENITO JUAREZ,CDMX,19.38637366,-99.14647675
2022,Diciembre,30/12/22,16:45:00,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,Masculino,52,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:16:00,VICENTE GUERRERO SUPER MANZANA 5 (U HAB),UNIDAD VICENTE GUERRERO,IZTAPALAPA,CDMX,19.35584084,-99.05009457
2022,Enero,03/01/22,18:00:00,AMENAZAS,DELITO DE BAJO IMPACTO,Masculino,61,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:20:00,SAN ANDRES (BARR),SAN ANDRÉS,AZCAPOTZALCO,CDMX,19.49379236,-99.18210018
2023,Enero,03/01/23,21:20:00,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,22:28:00,VICTORIA DE LAS DEMOCRACIAS,VICTORIA DE LAS DEMOCRACIAS,AZCAPOTZALCO,CDMX,19.47177442,-99.16472465
2023,Enero,02/01/23,10:40:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,26,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:30:00,TACUBA,TACUBA,MIGUEL HIDALGO,CDMX,19.45951307,-99.18956708
2022,Diciembre,19/12/22,18:35:00,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,NA,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:34:00,PEDREGAL DE STO DOMINGO IX,PEDREGAL DE SANTO DOMINGO,COYOACAN,CDMX,19.33204354,-99.17374894
2022,Febrero,11/02/22,18:17:00,ROBO DE DINERO,DELITO DE BAJO IMPACTO,NA,NA,MORAL,OFENDIDO,FUERO COMUN,2023,Enero,03/01/23,22:42:00,DEL VALLE VI,DEL VALLE CENTRO,BENITO JUAREZ,CDMX,19.37947418,-99.16204321
2022,Diciembre,30/12/22,16:00:00,FRAUDE,DELITO DE BAJO IMPACTO,Masculino,20,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:42:00,SANTIAGO ZAPOTITLAN (PBLO),SANTA ANA NORTE,TLAHUAC,CDMX,19.29957508,-99.04156789
2023,Enero,03/01/23,10:42:00,PERDIDA DE LA VIDA POR PARO CARDIACO,HECHO NO DELICTIVO,Femenino,42,FISICA,CADAVER,HECHOS NO DELICTIVOS,2023,Enero,03/01/23,22:44:00,NUEVA INDUSTRIAL VALLEJO (FRACC),NUEVA INDUSTRIAL VALLEJO,GUSTAVO A. MADERO,CDMX,19.50713055,-99.15484518
2023,Enero,03/01/23,18:30:00,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,Masculino,25,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2023,Enero,03/01/23,22:48:00,JARDINES DEL PEDREGAL,SAN JERÓNIMO LÍDICE,ALVARO OBREGON,CDMX,19.32449862,-99.21522439
