fecha,tipo_ingreso,linea,ingreso
2022-02-04,Recargas,Línea 9,556759.292281203
2022-02-04,Recargas,Línea A,454311.637605623
2022-02-04,Recargas,Línea B,743863.773141992
2022-02-04,Recargas,Línea 12,0.0
2022-02-04,Tarjetas,Línea 1,10485.0
2022-02-04,Tarjetas,Línea 2,15615.0
2022-02-04,Tarjetas,Línea 3,9900.0
2022-02-04,Tarjetas,Línea 4,450.0
2022-02-04,Tarjetas,Línea 5,4020.0
2022-02-04,Tarjetas,Línea 6,1500.0
2022-02-04,Tarjetas,Línea 7,4710.0
2022-02-04,Tarjetas,Línea 8,6195.0
2022-02-04,Tarjetas,Línea 9,4155.0
2022-02-04,Tarjetas,Línea A,3675.0
2022-02-04,Tarjetas,Línea B,7125.0
2022-02-04,Tarjetas,Línea 12,0.0
2022-02-04,QR/Validación,Línea 1,0.0
2022-02-04,QR/Validación,Línea 2,0.0
2022-02-04,QR/Validación,Línea 3,0.0
2022-02-04,QR/Validación,Línea 4,0.0
2022-02-04,QR/Validación,Línea 5,0.0
2022-02-04,QR/Validación,Línea 6,0.0
2022-02-04,QR/Validación,Línea 7,0.0
2022-02-04,QR/Validación,Línea 8,0.0
2022-02-04,QR/Validación,Línea 9,11675.0
2022-02-04,QR/Validación,Línea A,0.0
2022-02-04,QR/Validación,Línea B,0.0
2022-02-04,QR/Validación,Línea 12,0.0
2022-02-05,Boletos,Línea 1,837500.0
2022-02-05,Boletos,Línea 2,783475.0
2022-02-05,Boletos,Línea 3,535115.0
2022-02-05,Boletos,Línea 4,115150.0
2022-02-05,Boletos,Línea 5,243425.0
2022-02-05,Boletos,Línea 6,106475.0
2022-02-05,Boletos,Línea 7,262825.0
2022-02-05,Boletos,Línea 8,411275.0
2022-02-05,Boletos,Línea 9,283400.0
2022-02-05,Boletos,Línea A,342900.0
2022-02-05,Boletos,Línea B,570715.0
2022-02-05,Boletos,Línea 12,0.0
2022-02-05,Recargas,Línea 1,1178183.0
2022-02-05,Recargas,Línea 2,1393603.0
2022-02-05,Recargas,Línea 3,1184831.0
2022-02-05,Recargas,Línea 4,144401.0
2022-02-05,Recargas,Línea 5,386622.0
2022-02-05,Recargas,Línea 6,200545.0
2022-02-05,Recargas,Línea 7,636874.0
2022-02-05,Recargas,Línea 8,866159.0
2022-02-05,Recargas,Línea 9,659798.0
2022-02-05,Recargas,Línea A,530065.0
2022-02-05,Recargas,Línea B,866526.0
2022-02-05,Recargas,Línea 12,0.0
2022-02-05,Tarjetas,Línea 1,11355.0
2022-02-05,Tarjetas,Línea 2,15690.0
2022-02-05,Tarjetas,Línea 3,10065.0
2022-02-05,Tarjetas,Línea 4,990.0
2022-02-05,Tarjetas,Línea 5,4830.0
2022-02-05,Tarjetas,Línea 6,1665.0
2022-02-05,Tarjetas,Línea 7,4635.0
2022-02-05,Tarjetas,Línea 8,7095.0
2022-02-05,Tarjetas,Línea 9,4290.0
2022-02-05,Tarjetas,Línea A,4035.0
2022-02-05,Tarjetas,Línea B,6930.0
2022-02-05,Tarjetas,Línea 12,0.0
2022-02-05,QR/Validación,Línea 1,0.0
2022-02-05,QR/Validación,Línea 2,0.0
2022-02-05,QR/Validación,Línea 3,0.0
2022-02-05,QR/Validación,Línea 4,0.0
2022-02-05,QR/Validación,Línea 5,0.0
2022-02-05,QR/Validación,Línea 6,0.0
2022-02-05,QR/Validación,Línea 7,0.0
2022-02-05,QR/Validación,Línea 8,0.0
2022-02-05,QR/Validación,Línea 9,9225.0
2022-02-05,QR/Validación,Línea A,0.0
2022-02-05,QR/Validación,Línea B,0.0
2022-02-05,QR/Validación,Línea 12,0.0
2022-02-06,Boletos,Línea 1,542100.0
2022-02-06,Boletos,Línea 2,459950.0
2022-02-06,Boletos,Línea 3,327245.0
2022-02-06,Boletos,Línea 4,72750.0
2022-02-06,Boletos,Línea 5,165950.0
2022-02-06,Boletos,Línea 6,63025.0
2022-02-06,Boletos,Línea 7,139875.0
2022-02-06,Boletos,Línea 8,251975.0
2022-02-06,Boletos,Línea 9,154375.0
2022-02-06,Boletos,Línea A,218675.0
2022-02-06,Boletos,Línea B,395435.0
2022-02-06,Boletos,Línea 12,0.0
2022-02-06,Recargas,Línea 1,729340.5
2022-02-06,Recargas,Línea 2,822504.9
2022-02-06,Recargas,Línea 3,715964.3
2022-02-06,Recargas,Línea 4,74866.0
2022-02-06,Recargas,Línea 5,221149.3
2022-02-06,Recargas,Línea 6,99180.0
2022-02-06,Recargas,Línea 7,291570.5
2022-02-06,Recargas,Línea 8,518383.1
2022-02-06,Recargas,Línea 9,380483.0
2022-02-06,Recargas,Línea A,349175.0
2022-02-06,Recargas,Línea B,551492.4
2022-02-06,Recargas,Línea 12,0.0
2022-02-06,Tarjetas,Línea 1,8415.0
2022-02-06,Tarjetas,Línea 2,10530.0
2022-02-06,Tarjetas,Línea 3,7980.0
2022-02-06,Tarjetas,Línea 4,480.0
2022-02-06,Tarjetas,Línea 5,2805.0
2022-02-06,Tarjetas,Línea 6,930.0
2022-02-06,Tarjetas,Línea 7,3195.0
2022-02-06,Tarjetas,Línea 8,4830.0
2022-02-06,Tarjetas,Línea 9,2355.0
2022-02-06,Tarjetas,Línea A,3420.0
2022-02-06,Tarjetas,Línea B,4200.0
2022-02-06,Tarjetas,Línea 12,0.0
2022-02-06,QR/Validación,Línea 1,0.0
2022-02-06,QR/Validación,Línea 2,0.0
2022-02-06,QR/Validación,Línea 3,0.0
2022-02-06,QR/Validación,Línea 4,0.0
2022-02-06,QR/Validación,Línea 5,0.0
2022-02-06,QR/Validación,Línea 6,0.0
2022-02-06,QR/Validación,Línea 7,0.0
2022-02-06,QR/Validación,Línea 8,0.0
2022-02-06,QR/Validación,Línea 9,5230.0
2022-02-06,QR/Validación,Línea A,0.0
2022-02-06,QR/Validación,Línea B,0.0
2022-02-06,QR/Validación,Línea 12,0.0
2022-02-07,Boletos,Línea 1,634625.0
2022-02-07,Boletos,Línea 2,525850.0
2022-02-07,Boletos,Línea 3,377980.0
2022-02-07,Boletos,Línea 4,82150.0
2022-02-07,Boletos,Línea 5,169950.0
2022-02-07,Boletos,Línea 6,66025.0
2022-02-07,Boletos,Línea 7,153245.0
2022-02-07,Boletos,Línea 8,284900.0
2022-02-07,Boletos,Línea 9,178575.0
2022-02-07,Boletos,Línea A,254950.0
2022-02-07,Boletos,Línea B,438320.0
2022-02-07,Boletos,Línea 12,0.0
2022-02-07,Recargas,Línea 1,799206.0
2022-02-07,Recargas,Línea 2,884996.3
2022-02-07,Recargas,Línea 3,793263.5
2022-02-07,Recargas,Línea 4,97120.0
2022-02-07,Recargas,Línea 5,233963.0
2022-02-07,Recargas,Línea 6,115405.0
2022-02-07,Recargas,Línea 7,348835.2
2022-02-07,Recargas,Línea 8,611391.0
2022-02-07,Recargas,Línea 9,376522.5
2022-02-07,Recargas,Línea A,383789.2
2022-02-07,Recargas,Línea B,701510.3
2022-02-07,Recargas,Línea 12,0.0
2022-02-07,Tarjetas,Línea 1,8640.0
2022-02-07,Tarjetas,Línea 2,11715.0
2022-02-07,Tarjetas,Línea 3,7635.0
2022-02-07,Tarjetas,Línea 4,480.0
2022-02-07,Tarjetas,Línea 5,2760.0
2022-02-07,Tarjetas,Línea 6,885.0
2022-02-07,Tarjetas,Línea 7,2715.0
2022-02-07,Tarjetas,Línea 8,5280.0
2022-02-07,Tarjetas,Línea 9,2565.0
2022-02-07,Tarjetas,Línea A,3435.0
2022-02-07,Tarjetas,Línea B,5550.0
2022-02-07,Tarjetas,Línea 12,0.0
2022-02-07,QR/Validación,Línea 1,0.0
2022-02-07,QR/Validación,Línea 2,0.0
2022-02-07,QR/Validación,Línea 3,0.0
2022-02-07,QR/Validación,Línea 4,0.0
2022-02-07,QR/Validación,Línea 5,0.0
2022-02-07,QR/Validación,Línea 6,0.0
2022-02-07,QR/Validación,Línea 7,0.0
2022-02-07,QR/Validación,Línea 8,0.0
2022-02-07,QR/Validación,Línea 9,6090.0
2022-02-07,QR/Validación,Línea A,0.0
2022-02-07,QR/Validación,Línea B,0.0
2022-02-07,QR/Validación,Línea 12,0.0
2022-02-08,Boletos,Línea 1,799975.0
2022-02-08,Boletos,Línea 2,728525.0
2022-02-08,Boletos,Línea 3,590210.0
2022-02-08,Boletos,Línea 4,113400.0
2022-02-08,Boletos,Línea 5,247025.0
2022-02-08,Boletos,Línea 6,120300.0
2022-02-08,Boletos,Línea 7,267755.0
2022-02-08,Boletos,Línea 8,429600.0
2022-02-08,Boletos,Línea 9,291425.0
2022-02-08,Boletos,Línea A,376250.0
2022-02-08,Boletos,Línea B,542405.0
2022-02-08,Boletos,Línea 12,0.0
2022-02-08,Recargas,Línea 1,1040271.91624249
2022-02-08,Recargas,Línea 2,1185520.10190286
2022-02-08,Recargas,Línea 3,1203254.3037479
2022-02-08,Recargas,Línea 4,119569.215832484
2022-02-08,Recargas,Línea 5,289995.018788411
2022-02-08,Recargas,Línea 6,221969.001454376
2022-02-08,Recargas,Línea 7,624706.774083841
2022-02-08,Recargas,Línea 8,795534.30572859
2022-02-08,Recargas,Línea 9,580154.072469461
2022-02-08,Recargas,Línea A,624207.191033085
2022-02-08,Recargas,Línea B,848271.098716497
2022-02-08,Recargas,Línea 12,0.0
2022-02-08,Tarjetas,Línea 1,11715.0
2022-02-08,Tarjetas,Línea 2,16545.0
2022-02-08,Tarjetas,Línea 3,11160.0
2022-02-08,Tarjetas,Línea 4,1080.0
2022-02-08,Tarjetas,Línea 5,3855.0
2022-02-08,Tarjetas,Línea 6,1860.0
2022-02-08,Tarjetas,Línea 7,5190.0
2022-02-08,Tarjetas,Línea 8,6675.0
2022-02-08,Tarjetas,Línea 9,4905.0
2022-02-08,Tarjetas,Línea A,5970.0
2022-02-08,Tarjetas,Línea B,7335.0
2022-02-08,Tarjetas,Línea 12,0.0
2022-02-08,QR/Validación,Línea 1,0.0
2022-02-08,QR/Validación,Línea 2,0.0
2022-02-08,QR/Validación,Línea 3,0.0
2022-02-08,QR/Validación,Línea 4,0.0
2022-02-08,QR/Validación,Línea 5,0.0
2022-02-08,QR/Validación,Línea 6,0.0
2022-02-08,QR/Validación,Línea 7,0.0
2022-02-08,QR/Validación,Línea 8,0.0
2022-02-08,QR/Validación,Línea 9,10730.0
2022-02-08,QR/Validación,Línea A,0.0
2022-02-08,QR/Validación,Línea B,0.0
2022-02-08,QR/Validación,Línea 12,0.0
2022-02-09,Boletos,Línea 1,746825.0
2022-02-09,Boletos,Línea 2,703550.0
2022-02-09,Boletos,Línea 3,553415.0
2022-02-09,Boletos,Línea 4,110275.0
2022-02-09,Boletos,Línea 5,234250.0
2022-02-09,Boletos,Línea 6,109300.0
2022-02-09,Boletos,Línea 7,251775.0
2022-02-09,Boletos,Línea 8,416200.0
2022-02-09,Boletos,Línea 9,275300.0
2022-02-09,Boletos,Línea A,364625.0
2022-02-09,Boletos,Línea B,546760.0
2022-02-09,Boletos,Línea 12,0.0
2022-02-09,Recargas,Línea 1,1211189.5
2022-02-09,Recargas,Línea 2,1415845.8
2022-02-09,Recargas,Línea 3,1369137.8
2022-02-09,Recargas,Línea 4,139016.0
2022-02-09,Recargas,Línea 5,466688.8
2022-02-09,Recargas,Línea 6,233338.3
2022-02-09,Recargas,Línea 7,660120.0
2022-02-09,Recargas,Línea 8,922484.3
2022-02-09,Recargas,Línea 9,732356.2
2022-02-09,Recargas,Línea A,554630.0
2022-02-09,Recargas,Línea B,947820.3
2022-02-09,Recargas,Línea 12,0.0
2022-02-09,Tarjetas,Línea 1,10605.0
2022-02-09,Tarjetas,Línea 2,13920.0
2022-02-09,Tarjetas,Línea 3,10350.0
2022-02-09,Tarjetas,Línea 4,660.0
2022-02-09,Tarjetas,Línea 5,4740.0
2022-02-09,Tarjetas,Línea 6,1665.0
2022-02-09,Tarjetas,Línea 7,4470.0
2022-02-09,Tarjetas,Línea 8,6540.0
2022-02-09,Tarjetas,Línea 9,4515.0
2022-02-09,Tarjetas,Línea A,4590.0
2022-02-09,Tarjetas,Línea B,7215.0
2022-02-09,Tarjetas,Línea 12,0.0
2022-02-09,QR/Validación,Línea 1,0.0
2022-02-09,QR/Validación,Línea 2,0.0
2022-02-09,QR/Validación,Línea 3,0.0
2022-02-09,QR/Validación,Línea 4,0.0
2022-02-09,QR/Validación,Línea 5,0.0
2022-02-09,QR/Validación,Línea 6,0.0
2022-02-09,QR/Validación,Línea 7,0.0
2022-02-09,QR/Validación,Línea 8,0.0
2022-02-09,QR/Validación,Línea 9,11585.0
2022-02-09,QR/Validación,Línea A,0.0
2022-02-09,QR/Validación,Línea B,0.0
2022-02-09,QR/Validación,Línea 12,0.0
2022-02-10,Boletos,Línea 1,753375.0
2022-02-10,Boletos,Línea 2,710725.0
2022-02-10,Boletos,Línea 3,559500.0
2022-02-10,Boletos,Línea 4,111950.0
2022-02-10,Boletos,Línea 5,234025.0
2022-02-10,Boletos,Línea 6,111900.0
2022-02-10,Boletos,Línea 7,251825.0
2022-02-10,Boletos,Línea 8,411400.0
2022-02-10,Boletos,Línea 9,283025.0
2022-02-10,Boletos,Línea A,346175.0
2022-02-10,Boletos,Línea B,538115.0
2022-02-10,Boletos,Línea 12,0.0
2022-02-10,Recargas,Línea 1,1147195.2
2022-02-10,Recargas,Línea 2,1315949.2
2022-02-10,Recargas,Línea 3,1310366.0
2022-02-10,Recargas,Línea 4,135048.0
2022-02-10,Recargas,Línea 5,366261.7
2022-02-10,Recargas,Línea 6,220318.0
2022-02-10,Recargas,Línea 7,673286.0
2022-02-10,Recargas,Línea 8,947330.8
2022-02-10,Recargas,Línea 9,675296.9
2022-02-10,Recargas,Línea A,525931.8
2022-02-10,Recargas,Línea B,856651.4
2022-02-10,Recargas,Línea 12,0.0
2022-02-10,Tarjetas,Línea 1,9585.0
2022-02-10,Tarjetas,Línea 2,11700.0
2022-02-10,Tarjetas,Línea 3,9120.0
2022-02-10,Tarjetas,Línea 4,720.0
2022-02-10,Tarjetas,Línea 5,3510.0
2022-02-10,Tarjetas,Línea 6,1245.0
2022-02-10,Tarjetas,Línea 7,3825.0
2022-02-10,Tarjetas,Línea 8,5955.0
2022-02-10,Tarjetas,Línea 9,4260.0
2022-02-10,Tarjetas,Línea A,3900.0
2022-02-10,Tarjetas,Línea B,5670.0
2022-02-10,Tarjetas,Línea 12,0.0
2022-02-10,QR/Validación,Línea 1,0.0
2022-02-10,QR/Validación,Línea 2,0.0
2022-02-10,QR/Validación,Línea 3,0.0
2022-02-10,QR/Validación,Línea 4,0.0
2022-02-10,QR/Validación,Línea 5,0.0
2022-02-10,QR/Validación,Línea 6,0.0
2022-02-10,QR/Validación,Línea 7,0.0
2022-02-10,QR/Validación,Línea 8,0.0
2022-02-10,QR/Validación,Línea 9,11310.0
2022-02-10,QR/Validación,Línea A,0.0
2022-02-10,QR/Validación,Línea B,0.0
2022-02-10,QR/Validación,Línea 12,0.0
2022-02-11,Boletos,Línea 1,814325.0
2022-02-11,Boletos,Línea 2,771400.0
2022-02-11,Boletos,Línea 3,608920.0
2022-02-11,Boletos,Línea 4,119550.0
2022-02-11,Boletos,Línea 5,251200.0
2022-02-11,Boletos,Línea 6,117975.0
2022-02-11,Boletos,Línea 7,282350.0
2022-02-11,Boletos,Línea 8,437075.0
2022-02-11,Boletos,Línea 9,309250.0
2022-02-11,Boletos,Línea A,371650.0
2022-02-11,Boletos,Línea B,584175.0
2022-02-11,Boletos,Línea 12,0.0
2022-02-11,Recargas,Línea 1,1361990.2
2022-02-11,Recargas,Línea 2,1453901.0
2022-02-11,Recargas,Línea 3,1336792.9
2022-02-11,Recargas,Línea 4,141561.0
2022-02-11,Recargas,Línea 5,389532.0
2022-02-11,Recargas,Línea 6,236539.5
2022-02-11,Recargas,Línea 7,682078.2
2022-02-11,Recargas,Línea 8,861777.0
2022-02-11,Recargas,Línea 9,695814.3
2022-02-11,Recargas,Línea A,561813.8
2022-02-11,Recargas,Línea B,902016.1
2022-02-11,Recargas,Línea 12,0.0
2022-02-11,Tarjetas,Línea 1,13605.0
2022-02-11,Tarjetas,Línea 2,21750.0
2022-02-11,Tarjetas,Línea 3,8130.0
2022-02-11,Tarjetas,Línea 4,720.0
2022-02-11,Tarjetas,Línea 5,5595.0
2022-02-11,Tarjetas,Línea 6,1575.0
2022-02-11,Tarjetas,Línea 7,6150.0
2022-02-11,Tarjetas,Línea 8,5760.0
2022-02-11,Tarjetas,Línea 9,4095.0
2022-02-11,Tarjetas,Línea A,4305.0
2022-02-11,Tarjetas,Línea B,5895.0
2022-02-11,Tarjetas,Línea 12,0.0
2022-02-11,QR/Validación,Línea 1,0.0
2022-02-11,QR/Validación,Línea 2,0.0
2022-02-11,QR/Validación,Línea 3,0.0
2022-02-11,QR/Validación,Línea 4,0.0
2022-02-11,QR/Validación,Línea 5,0.0
2022-02-11,QR/Validación,Línea 6,0.0
2022-02-11,QR/Validación,Línea 7,0.0
2022-02-11,QR/Validación,Línea 8,0.0
2022-02-11,QR/Validación,Línea 9,12205.0
2022-02-11,QR/Validación,Línea A,0.0
2022-02-11,QR/Validación,Línea B,0.0
2022-02-11,QR/Validación,Línea 12,0.0
2022-02-12,Boletos,Línea 1,863000.0
2022-02-12,Boletos,Línea 2,810125.0
2022-02-12,Boletos,Línea 3,564560.0
2022-02-12,Boletos,Línea 4,121825.0
2022-02-12,Boletos,Línea 5,248725.0
2022-02-12,Boletos,Línea 6,103025.0
2022-02-12,Boletos,Línea 7,255625.0
2022-02-12,Boletos,Línea 8,434675.0
2022-02-12,Boletos,Línea 9,307825.0
2022-02-12,Boletos,Línea A,355725.0
2022-02-12,Boletos,Línea B,598825.0
2022-02-12,Boletos,Línea 12,0.0
2022-02-12,Recargas,Línea 1,1214333.3
2022-02-12,Recargas,Línea 2,1417238.15
2022-02-12,Recargas,Línea 3,1238419.8
2022-02-12,Recargas,Línea 4,147429.0
2022-02-12,Recargas,Línea 5,371004.1
2022-02-12,Recargas,Línea 6,201738.0
2022-02-12,Recargas,Línea 7,631642.0
2022-02-12,Recargas,Línea 8,845769.3
2022-02-12,Recargas,Línea 9,680263.1
2022-02-12,Recargas,Línea A,542696.3
2022-02-12,Recargas,Línea B,868051.95
2022-02-12,Recargas,Línea 12,0.0
2022-02-12,Tarjetas,Línea 1,10260.0
2022-02-12,Tarjetas,Línea 2,17805.0
2022-02-12,Tarjetas,Línea 3,9375.0
2022-02-12,Tarjetas,Línea 4,570.0
2022-02-12,Tarjetas,Línea 5,4200.0
2022-02-12,Tarjetas,Línea 6,1200.0
2022-02-12,Tarjetas,Línea 7,5535.0
2022-02-12,Tarjetas,Línea 8,6555.0
2022-02-12,Tarjetas,Línea 9,4185.0
2022-02-12,Tarjetas,Línea A,3690.0
2022-02-12,Tarjetas,Línea B,6285.0
2022-02-12,Tarjetas,Línea 12,0.0
2022-02-12,QR/Validación,Línea 1,0.0
2022-02-12,QR/Validación,Línea 2,0.0
2022-02-12,QR/Validación,Línea 3,0.0
2022-02-12,QR/Validación,Línea 4,0.0
2022-02-12,QR/Validación,Línea 5,0.0
2022-02-12,QR/Validación,Línea 6,0.0
2022-02-12,QR/Validación,Línea 7,0.0
2022-02-12,QR/Validación,Línea 8,0.0
2022-02-12,QR/Validación,Línea 9,11120.0
2022-02-12,QR/Validación,Línea A,0.0
2022-02-12,QR/Validación,Línea B,0.0
2022-02-12,QR/Validación,Línea 12,0.0
2022-02-13,Boletos,Línea 1,588675.0
2022-02-13,Boletos,Línea 2,491700.0
2022-02-13,Boletos,Línea 3,360095.0
2022-02-13,Boletos,Línea 4,78375.0
2022-02-13,Boletos,Línea 5,175625.0
2022-02-13,Boletos,Línea 6,66350.0
2022-02-13,Boletos,Línea 7,151100.0
2022-02-13,Boletos,Línea 8,278475.0
2022-02-13,Boletos,Línea 9,166925.0
2022-02-13,Boletos,Línea A,243875.0
2022-02-13,Boletos,Línea B,419000.0
2022-02-13,Boletos,Línea 12,0.0
2022-02-13,Recargas,Línea 1,777957.1
2022-02-13,Recargas,Línea 2,875833.0
2022-02-13,Recargas,Línea 3,730191.7
2022-02-13,Recargas,Línea 4,74236.0
2022-02-13,Recargas,Línea 5,242501.6
2022-02-13,Recargas,Línea 6,115103.5
2022-02-13,Recargas,Línea 7,313254.0
2022-02-13,Recargas,Línea 8,556002.1
2022-02-13,Recargas,Línea 9,392840.2
2022-02-13,Recargas,Línea A,341837.2
2022-02-13,Recargas,Línea B,645977.6
2022-02-13,Recargas,Línea 12,0.0
2022-02-13,Tarjetas,Línea 1,8655.0
2022-02-13,Tarjetas,Línea 2,10830.0
2022-02-13,Tarjetas,Línea 3,7155.0
2022-02-13,Tarjetas,Línea 4,390.0
2022-02-13,Tarjetas,Línea 5,3465.0
2022-02-13,Tarjetas,Línea 6,1200.0
2022-02-13,Tarjetas,Línea 7,3045.0
2022-02-13,Tarjetas,Línea 8,4995.0
2022-02-13,Tarjetas,Línea 9,2685.0
2022-02-13,Tarjetas,Línea A,2250.0
2022-02-13,Tarjetas,Línea B,5280.0
2022-02-13,Tarjetas,Línea 12,0.0
2022-02-13,QR/Validación,Línea 1,0.0
2022-02-13,QR/Validación,Línea 2,0.0
2022-02-13,QR/Validación,Línea 3,0.0
2022-02-13,QR/Validación,Línea 4,0.0
2022-02-13,QR/Validación,Línea 5,0.0
2022-02-13,QR/Validación,Línea 6,0.0
2022-02-13,QR/Validación,Línea 7,0.0
2022-02-13,QR/Validación,Línea 8,0.0
2022-02-13,QR/Validación,Línea 9,5545.0
2022-02-13,QR/Validación,Línea A,0.0
2022-02-13,QR/Validación,Línea B,0.0
2022-02-13,QR/Validación,Línea 12,0.0
2022-02-14,Boletos,Línea 1,874725.0
2022-02-14,Boletos,Línea 2,794100.0
2022-02-14,Boletos,Línea 3,644965.0
2022-02-14,Boletos,Línea 4,131150.0
2022-02-14,Boletos,Línea 5,269000.0
2022-02-14,Boletos,Línea 6,137650.0
2022-02-14,Boletos,Línea 7,299650.0
2022-02-14,Boletos,Línea 8,462300.0
2022-02-14,Boletos,Línea 9,321100.0
2022-02-14,Boletos,Línea A,409325.0
2022-02-14,Boletos,Línea B,632370.0
2022-02-14,Boletos,Línea 12,0.0
2022-02-14,Recargas,Línea 1,1375357.6
2022-02-14,Recargas,Línea 2,1645667.4
2022-02-14,Recargas,Línea 3,1585571.0
2022-02-14,Recargas,Línea 4,184104.0
2022-02-14,Recargas,Línea 5,484337.6
2022-02-14,Recargas,Línea 6,317388.0
2022-02-14,Recargas,Línea 7,822666.1
2022-02-14,Recargas,Línea 8,1099697.9
2022-02-14,Recargas,Línea 9,755133.7
2022-02-14,Recargas,Línea A,674566.9
2022-02-14,Recargas,Línea B,1140970.8
2022-02-14,Recargas,Línea 12,0.0
2022-02-14,Tarjetas,Línea 1,11370.0
2022-02-14,Tarjetas,Línea 2,15495.0
2022-02-14,Tarjetas,Línea 3,11325.0
2022-02-14,Tarjetas,Línea 4,855.0
2022-02-14,Tarjetas,Línea 5,4455.0
2022-02-14,Tarjetas,Línea 6,1875.0
2022-02-14,Tarjetas,Línea 7,4590.0
2022-02-14,Tarjetas,Línea 8,6600.0
2022-02-14,Tarjetas,Línea 9,4575.0
2022-02-14,Tarjetas,Línea A,4650.0
2022-02-14,Tarjetas,Línea B,7170.0
2022-02-14,Tarjetas,Línea 12,0.0
2022-02-14,QR/Validación,Línea 1,0.0
2022-02-14,QR/Validación,Línea 2,0.0
2022-02-14,QR/Validación,Línea 3,0.0
2022-02-14,QR/Validación,Línea 4,0.0
2022-02-14,QR/Validación,Línea 5,0.0
2022-02-14,QR/Validación,Línea 6,0.0
2022-02-14,QR/Validación,Línea 7,0.0
2022-02-14,QR/Validación,Línea 8,0.0
2022-02-14,QR/Validación,Línea 9,10365.0
2022-02-14,QR/Validación,Línea A,0.0
2022-02-14,QR/Validación,Línea B,0.0
2022-02-14,QR/Validación,Línea 12,0.0
2022-02-15,Boletos,Línea 1,767900.0
2022-02-15,Boletos,Línea 2,727850.0
2022-02-15,Boletos,Línea 3,573195.0
2022-02-15,Boletos,Línea 4,113200.0
2022-02-15,Boletos,Línea 5,247600.0
2022-02-15,Boletos,Línea 6,126275.0
2022-02-15,Boletos,Línea 7,285325.0
2022-02-15,Boletos,Línea 8,419400.0
2022-02-15,Boletos,Línea 9,294875.0
2022-02-15,Boletos,Línea A,367300.0
2022-02-15,Boletos,Línea B,533105.0
2022-02-15,Boletos,Línea 12,0.0
2022-02-15,Recargas,Línea 1,1493689.4
2022-02-15,Recargas,Línea 2,1709045.5
2022-02-15,Recargas,Línea 3,1603627.9
2022-02-15,Recargas,Línea 4,169411.0
2022-02-15,Recargas,Línea 5,474821.8
2022-02-15,Recargas,Línea 6,304066.1
2022-02-15,Recargas,Línea 7,928802.0
2022-02-15,Recargas,Línea 8,1076345.2
2022-02-15,Recargas,Línea 9,874434.3
2022-02-15,Recargas,Línea A,719996.3
2022-02-15,Recargas,Línea B,1097632.5
2022-02-15,Recargas,Línea 12,0.0
2022-02-15,Tarjetas,Línea 1,10740.0
2022-02-15,Tarjetas,Línea 2,14565.0
2022-02-15,Tarjetas,Línea 3,9795.0
2022-02-15,Tarjetas,Línea 4,675.0
2022-02-15,Tarjetas,Línea 5,3570.0
2022-02-15,Tarjetas,Línea 6,1650.0
2022-02-15,Tarjetas,Línea 7,5265.0
2022-02-15,Tarjetas,Línea 8,6480.0
2022-02-15,Tarjetas,Línea 9,4470.0
2022-02-15,Tarjetas,Línea A,4575.0
2022-02-15,Tarjetas,Línea B,6135.0
2022-02-15,Tarjetas,Línea 12,0.0
2022-02-15,QR/Validación,Línea 1,0.0
2022-02-15,QR/Validación,Línea 2,0.0
2022-02-15,QR/Validación,Línea 3,0.0
2022-02-15,QR/Validación,Línea 4,0.0
2022-02-15,QR/Validación,Línea 5,0.0
2022-02-15,QR/Validación,Línea 6,0.0
2022-02-15,QR/Validación,Línea 7,0.0
2022-02-15,QR/Validación,Línea 8,0.0
2022-02-15,QR/Validación,Línea 9,11525.0
2022-02-15,QR/Validación,Línea A,0.0
2022-02-15,QR/Validación,Línea B,0.0
2022-02-15,QR/Validación,Línea 12,0.0
2022-02-16,Boletos,Línea 1,778450.0
2022-02-16,Boletos,Línea 2,741825.0
2022-02-16,Boletos,Línea 3,584440.0
2022-02-16,Boletos,Línea 4,113450.0
2022-02-16,Boletos,Línea 5,246950.0
2022-02-16,Boletos,Línea 6,123850.0
2022-02-16,Boletos,Línea 7,279550.0
2022-02-16,Boletos,Línea 8,416250.0
2022-02-16,Boletos,Línea 9,295425.0
2022-02-16,Boletos,Línea A,383750.0
2022-02-16,Boletos,Línea B,572725.0
2022-02-16,Boletos,Línea 12,0.0
2022-02-16,Recargas,Línea 1,1435066.9
2022-02-16,Recargas,Línea 2,1585079.2
2022-02-16,Recargas,Línea 3,1540330.9
2022-02-16,Recargas,Línea 4,159748.0
2022-02-16,Recargas,Línea 5,470923.2
2022-02-16,Recargas,Línea 6,291668.2
2022-02-16,Recargas,Línea 7,852549.6
2022-02-16,Recargas,Línea 8,997567.5
2022-02-16,Recargas,Línea 9,889668.2
2022-02-16,Recargas,Línea A,626021.9
2022-02-16,Recargas,Línea B,1082230.4
2022-02-16,Recargas,Línea 12,0.0
2022-02-16,Tarjetas,Línea 1,10110.0
2022-02-16,Tarjetas,Línea 2,13530.0
2022-02-16,Tarjetas,Línea 3,9390.0
2022-02-16,Tarjetas,Línea 4,660.0
2022-02-16,Tarjetas,Línea 5,3495.0
2022-02-16,Tarjetas,Línea 6,1785.0
2022-02-16,Tarjetas,Línea 7,4890.0
2022-02-16,Tarjetas,Línea 8,6735.0
2022-02-16,Tarjetas,Línea 9,4305.0
2022-02-16,Tarjetas,Línea A,4500.0
2022-02-16,Tarjetas,Línea B,6540.0
